IDHORARIO,DURACION,IDSERVICIO,FECHAINICIO,DIA,HORAINICIO,HORAFIN,FECHAFIN
93185,,22,21/07/2017,,22,24,22/07/2017
93186,,17,11/11/2017,,12,13,11/11/2017
93187,,4,31/08/2017,,6,21,01/09/2017
93188,,20,26/01/2017,,8,23,26/01/2017
93189,,22,21/10/2017,,5,17,22/10/2017
93190,,15,08/12/2017,,12,16,09/12/2017
93191,,5,11/08/2017,,2,15,12/08/2017
93192,,8,28/06/2017,,18,22,28/06/2017
93193,,11,19/10/2017,,23,18,19/10/2017
93194,,14,19/05/2017,,19,14,19/05/2017
93195,,4,06/03/2017,,23,24,07/03/2017
93196,,22,16/07/2017,,14,18,17/07/2017
93197,,18,23/09/2017,,11,13,24/09/2017
93198,,22,06/04/2017,,2,18,07/04/2017
93199,,8,16/07/2017,,6,21,17/07/2017
93200,,4,18/12/2017,,10,15,18/12/2017
93201,,11,19/04/2017,,2,24,19/04/2017
93202,,11,20/06/2017,,23,24,21/06/2017
93203,,11,27/01/2017,,6,21,27/01/2017
93204,,15,04/09/2017,,20,12,05/09/2017
93205,,22,24/07/2017,,3,22,24/07/2017
93206,,11,25/01/2017,,15,24,25/01/2017
93207,,14,12/09/2017,,23,17,12/09/2017
93208,,14,07/05/2017,,6,8,07/05/2017
93209,,11,10/07/2017,,19,24,11/07/2017
93210,,4,27/11/2017,,22,10,27/11/2017
93211,,4,15/07/2017,,0,18,16/07/2017
93212,,17,20/11/2017,,7,24,21/11/2017
93213,,8,23/06/2017,,3,22,23/06/2017
93214,,22,31/05/2017,,1,24,31/05/2017
93215,,5,11/02/2017,,3,19,12/02/2017
93216,,20,19/07/2017,,9,21,20/07/2017
93217,,13,02/01/2018,,23,20,02/01/2018
93218,,12,22/02/2017,,9,9,23/02/2017
93219,,4,20/03/2017,,8,14,20/03/2017
93220,,17,16/03/2017,,3,14,17/03/2017
93221,,22,20/01/2017,,23,8,21/01/2017
93222,,13,12/07/2017,,16,21,12/07/2017
93223,,8,04/12/2017,,22,10,05/12/2017
93224,,22,20/09/2017,,2,15,21/09/2017
93225,,12,15/06/2017,,11,21,15/06/2017
93226,,8,16/02/2017,,9,24,16/02/2017
93227,,15,19/03/2017,,19,22,19/03/2017
93228,,15,06/10/2017,,6,21,06/10/2017
93229,,11,16/09/2017,,16,20,16/09/2017
93230,,11,22/05/2017,,13,24,23/05/2017
93231,,15,20/10/2017,,9,21,21/10/2017
93232,,22,09/12/2017,,14,24,10/12/2017
93233,,5,23/11/2017,,5,19,23/11/2017
93234,,20,14/09/2017,,0,22,15/09/2017
93235,,22,06/08/2017,,10,11,07/08/2017
93236,,15,25/01/2017,,15,12,25/01/2017
93237,,8,04/12/2017,,8,24,05/12/2017
93238,,14,13/04/2017,,2,23,14/04/2017
93239,,12,04/01/2017,,16,24,04/01/2017
93240,,20,10/03/2017,,1,9,10/03/2017
93241,,11,17/10/2017,,2,23,18/10/2017
93242,,12,02/11/2017,,20,22,03/11/2017
93243,,15,16/10/2017,,3,15,16/10/2017
93244,,4,27/09/2017,,16,21,28/09/2017
93245,,4,09/02/2017,,8,22,10/02/2017
93246,,5,02/02/2017,,17,22,03/02/2017
93247,,14,15/10/2017,,2,22,15/10/2017
93248,,18,02/05/2017,,16,11,02/05/2017
93249,,8,22/06/2017,,4,24,23/06/2017
93250,,22,20/07/2017,,0,17,20/07/2017
93251,,5,01/03/2017,,2,10,01/03/2017
93252,,12,20/02/2017,,5,13,20/02/2017
93253,,17,28/01/2017,,4,21,29/01/2017
93254,,14,14/02/2017,,23,12,14/02/2017
93255,,8,03/08/2017,,11,24,04/08/2017
93256,,13,06/07/2017,,14,24,07/07/2017
93257,,14,15/12/2017,,6,22,16/12/2017
93258,,12,05/01/2018,,20,18,05/01/2018
93259,,12,19/04/2017,,15,23,20/04/2017
93260,,20,05/08/2017,,14,20,05/08/2017
93261,,15,10/02/2017,,4,9,10/02/2017
93262,,17,28/10/2017,,13,12,28/10/2017
93263,,18,28/05/2017,,6,11,29/05/2017
93264,,17,06/03/2017,,21,23,06/03/2017
93265,,12,29/01/2017,,3,24,29/01/2017
93266,,8,11/02/2017,,20,23,11/02/2017
93267,,17,21/07/2017,,21,23,21/07/2017
93268,,4,29/10/2017,,10,11,29/10/2017
93269,,15,24/03/2017,,20,13,24/03/2017
93270,,17,18/03/2017,,22,23,18/03/2017
93271,,13,11/05/2017,,1,19,11/05/2017
93272,,11,26/07/2017,,5,16,27/07/2017
93273,,15,25/03/2017,,6,23,25/03/2017
93274,,11,18/05/2017,,15,10,18/05/2017
93275,,8,05/04/2017,,1,17,05/04/2017
93276,,22,06/08/2017,,16,7,07/08/2017
93277,,15,16/06/2017,,11,22,16/06/2017
93278,,4,02/10/2017,,13,20,03/10/2017
93279,,5,23/01/2017,,10,21,23/01/2017
93280,,11,30/11/2017,,12,22,01/12/2017
93281,,5,31/07/2017,,18,5,31/07/2017
93282,,8,15/04/2017,,11,12,16/04/2017
93283,,5,01/11/2017,,19,14,01/11/2017
93284,,18,18/02/2017,,7,24,19/02/2017
93285,,12,17/07/2017,,1,21,17/07/2017
93286,,12,29/10/2017,,8,23,30/10/2017
93287,,22,09/01/2017,,3,20,09/01/2017
93288,,18,04/08/2017,,17,23,05/08/2017
93289,,8,28/11/2017,,3,9,28/11/2017
93290,,22,06/06/2017,,9,17,07/06/2017
93291,,17,24/05/2017,,14,24,25/05/2017
93292,,11,09/11/2017,,10,3,09/11/2017
93293,,5,24/03/2017,,21,10,25/03/2017
93294,,12,20/12/2017,,7,19,21/12/2017
93295,,22,26/08/2017,,12,24,27/08/2017
93296,,13,16/06/2017,,21,16,17/06/2017
93297,,15,22/01/2017,,1,8,22/01/2017
93298,,17,18/07/2017,,12,17,18/07/2017
93299,,5,25/11/2017,,2,12,25/11/2017
93300,,4,14/09/2017,,3,8,15/09/2017
93301,,17,29/07/2017,,11,24,29/07/2017
93302,,17,10/02/2017,,12,21,11/02/2017
93303,,17,07/08/2017,,6,21,08/08/2017
93304,,12,13/04/2017,,20,19,13/04/2017
93305,,20,30/08/2017,,0,21,30/08/2017
93306,,22,06/03/2017,,21,22,06/03/2017
93307,,11,09/05/2017,,10,11,10/05/2017
93308,,14,28/04/2017,,10,22,29/04/2017
93309,,12,26/02/2017,,4,10,27/02/2017
93310,,12,24/04/2017,,19,16,25/04/2017
93311,,15,09/11/2017,,3,24,09/11/2017
93312,,22,19/08/2017,,5,3,20/08/2017
93313,,14,19/09/2017,,8,10,19/09/2017
93314,,22,21/12/2017,,0,23,21/12/2017
93315,,4,19/07/2017,,18,6,19/07/2017
93316,,11,02/09/2017,,12,24,02/09/2017
93317,,4,01/03/2017,,23,3,01/03/2017
93318,,18,01/07/2017,,20,24,01/07/2017
93319,,20,19/11/2017,,9,17,19/11/2017
93320,,4,13/09/2017,,16,22,13/09/2017
93321,,8,11/09/2017,,11,24,12/09/2017
93322,,4,12/05/2017,,17,21,13/05/2017
93323,,15,16/01/2017,,23,19,17/01/2017
93324,,13,27/04/2017,,12,17,27/04/2017
93325,,17,05/06/2017,,0,7,05/06/2017
93326,,18,25/09/2017,,22,10,26/09/2017
93327,,11,06/01/2018,,7,5,06/01/2018
93328,,20,13/05/2017,,5,10,14/05/2017
93329,,14,26/12/2017,,3,14,27/12/2017
93330,,22,01/09/2017,,3,14,02/09/2017
93331,,13,04/09/2017,,18,20,05/09/2017
93332,,18,11/03/2017,,20,15,12/03/2017
93333,,15,09/07/2017,,17,24,09/07/2017
93334,,5,28/08/2017,,12,23,29/08/2017
93335,,12,22/01/2017,,9,18,23/01/2017
93336,,20,03/12/2017,,7,21,04/12/2017
93337,,4,17/07/2017,,19,22,18/07/2017
93338,,14,02/02/2017,,7,15,02/02/2017
93339,,4,29/05/2017,,21,17,29/05/2017
93340,,17,27/07/2017,,9,23,27/07/2017
93341,,15,29/11/2017,,11,19,29/11/2017
93342,,4,19/03/2017,,18,16,20/03/2017
93343,,14,30/01/2017,,6,12,30/01/2017
93344,,8,23/12/2017,,8,13,24/12/2017
93345,,22,17/11/2017,,8,16,17/11/2017
93346,,11,08/02/2017,,7,22,08/02/2017
93347,,13,30/03/2017,,6,22,30/03/2017
93348,,11,07/03/2017,,14,16,07/03/2017
93349,,13,28/01/2017,,16,16,28/01/2017
93350,,17,21/02/2017,,7,9,22/02/2017
93351,,17,29/10/2017,,21,5,29/10/2017
93352,,15,28/11/2017,,13,16,28/11/2017
93353,,18,17/05/2017,,10,23,17/05/2017
93354,,11,05/03/2017,,9,20,05/03/2017
93355,,13,04/04/2017,,1,24,05/04/2017
93356,,22,20/08/2017,,19,11,21/08/2017
93357,,11,20/09/2017,,23,2,21/09/2017
93358,,17,10/09/2017,,9,22,10/09/2017
93359,,14,18/02/2017,,10,21,19/02/2017
93360,,20,09/06/2017,,13,23,09/06/2017
93361,,22,20/06/2017,,0,3,21/06/2017
93362,,22,18/12/2017,,8,23,19/12/2017
93363,,11,06/02/2017,,6,22,06/02/2017
93364,,8,30/06/2017,,18,20,01/07/2017
93365,,5,16/02/2017,,12,13,17/02/2017
93366,,4,09/02/2017,,13,17,09/02/2017
93367,,14,19/07/2017,,6,22,19/07/2017
93368,,14,07/07/2017,,16,22,08/07/2017
93369,,8,17/05/2017,,6,24,17/05/2017
93370,,5,17/04/2017,,18,19,17/04/2017
93371,,22,17/12/2017,,0,19,17/12/2017
93372,,12,28/02/2017,,22,20,28/02/2017
93373,,5,31/03/2017,,8,17,31/03/2017
93374,,4,25/12/2017,,19,8,25/12/2017
93375,,13,31/05/2017,,3,23,01/06/2017
93376,,5,25/07/2017,,22,21,25/07/2017
93377,,18,23/02/2017,,3,22,24/02/2017
93378,,14,30/12/2017,,9,16,31/12/2017
93379,,20,14/09/2017,,14,18,14/09/2017
93380,,5,31/03/2017,,13,17,31/03/2017
93381,,5,16/12/2017,,7,14,16/12/2017
93382,,14,04/06/2017,,10,10,05/06/2017
93383,,8,14/11/2017,,15,8,14/11/2017
93384,,20,18/11/2017,,22,19,18/11/2017
93385,,4,28/03/2017,,11,22,28/03/2017
93386,,12,17/06/2017,,6,11,18/06/2017
93387,,11,21/09/2017,,5,15,21/09/2017
93388,,22,08/04/2017,,2,14,09/04/2017
93389,,22,18/06/2017,,5,12,18/06/2017
93390,,17,01/11/2017,,6,24,02/11/2017
93391,,12,30/05/2017,,23,22,31/05/2017
93392,,13,24/05/2017,,23,20,25/05/2017
93393,,11,12/08/2017,,6,23,13/08/2017
93394,,8,26/07/2017,,4,7,27/07/2017
93395,,20,28/11/2017,,1,24,28/11/2017
93396,,18,06/02/2017,,17,13,06/02/2017
93397,,22,27/10/2017,,0,19,28/10/2017
93398,,20,24/09/2017,,23,17,24/09/2017
93399,,13,29/03/2017,,21,23,30/03/2017
93400,,8,02/08/2017,,21,19,03/08/2017
93401,,18,05/06/2017,,1,21,06/06/2017
93402,,5,22/06/2017,,20,21,22/06/2017
93403,,12,20/04/2017,,5,21,20/04/2017
93404,,13,24/02/2017,,21,24,25/02/2017
93405,,15,07/06/2017,,23,12,07/06/2017
93406,,12,20/05/2017,,0,23,20/05/2017
93407,,12,11/07/2017,,16,10,12/07/2017
93408,,12,24/01/2017,,10,20,25/01/2017
93409,,15,12/10/2017,,16,24,13/10/2017
93410,,8,29/08/2017,,21,10,30/08/2017
93411,,5,20/08/2017,,22,15,20/08/2017
93412,,5,20/07/2017,,3,7,20/07/2017
93413,,14,17/04/2017,,15,21,18/04/2017
93414,,5,22/09/2017,,16,21,23/09/2017
93415,,18,16/07/2017,,13,20,16/07/2017
93416,,22,01/02/2017,,21,22,02/02/2017
93417,,22,15/05/2017,,7,17,15/05/2017
93418,,11,17/10/2017,,0,19,18/10/2017
93419,,11,01/04/2017,,14,5,02/04/2017
93420,,8,27/02/2017,,5,10,27/02/2017
93421,,20,02/06/2017,,9,10,03/06/2017
93422,,20,23/07/2017,,22,15,24/07/2017
93423,,22,14/10/2017,,10,19,15/10/2017
93424,,5,23/10/2017,,0,17,24/10/2017
93425,,14,12/01/2017,,16,21,13/01/2017
93426,,17,29/06/2017,,11,24,29/06/2017
93427,,11,15/04/2017,,3,13,15/04/2017
93428,,8,13/05/2017,,16,16,13/05/2017
93429,,18,29/04/2017,,10,10,30/04/2017
93430,,20,16/08/2017,,18,15,16/08/2017
93431,,20,25/04/2017,,10,3,26/04/2017
93432,,15,04/12/2017,,13,19,04/12/2017
93433,,14,25/09/2017,,20,23,26/09/2017
93434,,18,17/01/2017,,5,24,17/01/2017
93435,,18,28/06/2017,,2,24,28/06/2017
93436,,20,04/12/2017,,17,11,05/12/2017
93437,,5,04/05/2017,,14,24,05/05/2017
93438,,15,18/01/2017,,2,20,18/01/2017
93439,,8,23/08/2017,,3,23,23/08/2017
93440,,14,17/06/2017,,17,16,18/06/2017
93441,,12,10/01/2017,,7,21,11/01/2017
93442,,12,29/10/2017,,23,8,29/10/2017
93443,,15,04/12/2017,,9,23,04/12/2017
93444,,17,15/08/2017,,22,23,15/08/2017
93445,,18,07/08/2017,,19,22,08/08/2017
93446,,4,11/12/2017,,12,17,11/12/2017
93447,,20,28/12/2017,,2,23,28/12/2017
93448,,4,06/03/2017,,21,14,06/03/2017
93449,,22,15/12/2017,,1,19,15/12/2017
93450,,22,10/06/2017,,13,22,11/06/2017
93451,,5,26/04/2017,,22,5,26/04/2017
93452,,18,25/08/2017,,11,16,25/08/2017
93453,,14,17/08/2017,,11,14,17/08/2017
93454,,4,03/11/2017,,3,22,03/11/2017
93455,,13,13/01/2017,,9,20,14/01/2017
93456,,22,01/01/2017,,2,17,01/01/2017
93457,,13,03/11/2017,,15,22,03/11/2017
93458,,5,20/04/2017,,10,20,20/04/2017
93459,,8,19/02/2017,,12,16,19/02/2017
93460,,17,07/10/2017,,1,23,08/10/2017
93461,,5,08/12/2017,,15,16,09/12/2017
93462,,22,06/07/2017,,5,23,07/07/2017
93463,,11,30/05/2017,,19,9,31/05/2017
93464,,18,23/01/2017,,12,14,23/01/2017
93465,,20,05/05/2017,,22,16,06/05/2017
93466,,15,23/08/2017,,12,19,24/08/2017
93467,,14,20/04/2017,,14,18,21/04/2017
93468,,5,27/10/2017,,19,21,28/10/2017
93469,,4,22/09/2017,,12,21,22/09/2017
93470,,20,23/09/2017,,22,17,24/09/2017
93471,,22,07/07/2017,,12,24,07/07/2017
93472,,15,07/12/2017,,14,19,07/12/2017
93473,,20,24/10/2017,,5,24,25/10/2017
93474,,14,30/09/2017,,3,21,01/10/2017
93475,,14,11/09/2017,,21,23,11/09/2017
93476,,4,15/10/2017,,0,22,16/10/2017
93477,,8,25/05/2017,,8,20,26/05/2017
93478,,8,24/02/2017,,11,14,25/02/2017
93479,,17,14/02/2017,,1,18,14/02/2017
93480,,15,21/02/2017,,11,23,21/02/2017
93481,,14,06/03/2017,,13,2,07/03/2017
93482,,17,25/05/2017,,18,15,25/05/2017
93483,,8,03/04/2017,,18,20,03/04/2017
93484,,8,22/07/2017,,6,23,23/07/2017
93485,,17,17/03/2017,,8,23,18/03/2017
93486,,18,22/05/2017,,11,9,23/05/2017
93487,,18,18/05/2017,,0,24,19/05/2017
93488,,11,13/08/2017,,2,23,14/08/2017
93489,,11,02/09/2017,,14,10,03/09/2017
93490,,18,20/09/2017,,13,19,21/09/2017
93491,,15,08/08/2017,,8,3,08/08/2017
93492,,8,08/08/2017,,22,16,09/08/2017
93493,,15,17/06/2017,,18,21,17/06/2017
93494,,12,01/02/2017,,23,12,01/02/2017
93495,,5,12/05/2017,,10,4,13/05/2017
93496,,17,17/09/2017,,22,8,18/09/2017
93497,,20,05/01/2017,,10,23,06/01/2017
93498,,8,26/08/2017,,5,23,26/08/2017
93499,,13,27/06/2017,,6,17,27/06/2017
93500,,14,08/12/2017,,19,23,09/12/2017
93501,,8,26/11/2017,,23,21,26/11/2017
93502,,22,05/11/2017,,3,19,05/11/2017
93503,,11,25/08/2017,,9,23,26/08/2017
93504,,18,27/11/2017,,1,15,27/11/2017
93505,,12,03/03/2017,,22,21,04/03/2017
93506,,12,23/11/2017,,21,6,23/11/2017
93507,,14,15/04/2017,,15,19,15/04/2017
93508,,15,07/10/2017,,13,13,07/10/2017
93509,,17,29/09/2017,,5,23,29/09/2017
93510,,17,21/12/2017,,9,18,22/12/2017
93511,,8,20/02/2017,,10,22,20/02/2017
93512,,13,11/03/2017,,19,24,12/03/2017
93513,,18,07/09/2017,,14,14,08/09/2017
93514,,18,22/12/2017,,5,7,23/12/2017
93515,,17,06/08/2017,,4,19,06/08/2017
93516,,17,22/10/2017,,20,11,22/10/2017
93517,,22,24/08/2017,,11,23,24/08/2017
93518,,11,09/04/2017,,0,18,10/04/2017
93519,,4,14/06/2017,,23,17,14/06/2017
93520,,8,27/02/2017,,3,17,27/02/2017
93521,,22,15/07/2017,,20,3,16/07/2017
93522,,17,25/05/2017,,9,22,25/05/2017
93523,,5,13/09/2017,,19,18,14/09/2017
93524,,5,12/04/2017,,18,23,13/04/2017
93525,,14,11/12/2017,,9,17,12/12/2017
93526,,11,05/06/2017,,21,3,05/06/2017
93527,,17,03/03/2017,,18,18,03/03/2017
93528,,5,12/07/2017,,3,19,13/07/2017
93529,,18,30/07/2017,,23,16,30/07/2017
93530,,4,11/09/2017,,11,15,11/09/2017
93531,,20,03/08/2017,,13,21,04/08/2017
93532,,11,20/12/2017,,23,18,21/12/2017
93533,,22,05/05/2017,,23,15,06/05/2017
93534,,18,13/02/2017,,14,20,14/02/2017
93535,,22,12/05/2017,,9,18,12/05/2017
93536,,13,20/02/2017,,19,21,20/02/2017
93537,,14,16/04/2017,,1,22,17/04/2017
93538,,22,21/12/2017,,13,24,21/12/2017
93539,,4,22/12/2017,,18,13,23/12/2017
93540,,20,25/06/2017,,1,17,26/06/2017
93541,,20,11/05/2017,,5,23,12/05/2017
93542,,4,18/05/2017,,18,12,18/05/2017
93543,,18,11/03/2017,,0,22,11/03/2017
93544,,20,18/11/2017,,13,18,18/11/2017
93545,,5,22/09/2017,,7,21,22/09/2017
93546,,18,04/03/2017,,14,9,04/03/2017
93547,,12,01/10/2017,,3,24,01/10/2017
93548,,15,09/06/2017,,13,13,10/06/2017
93549,,8,21/05/2017,,19,23,22/05/2017
93550,,4,23/06/2017,,2,24,24/06/2017
93551,,13,18/01/2017,,3,21,19/01/2017
93552,,14,15/01/2017,,9,4,15/01/2017
93553,,22,12/05/2017,,0,12,12/05/2017
93554,,20,01/08/2017,,23,20,01/08/2017
93555,,15,14/08/2017,,15,24,14/08/2017
93556,,17,07/04/2017,,10,24,08/04/2017
93557,,14,21/05/2017,,2,3,21/05/2017
93558,,11,23/12/2017,,14,16,23/12/2017
93559,,15,29/09/2017,,9,18,29/09/2017
93560,,18,15/10/2017,,1,22,15/10/2017
93561,,8,23/06/2017,,18,12,23/06/2017
93562,,12,26/11/2017,,20,21,27/11/2017
93563,,18,12/11/2017,,11,10,13/11/2017
93564,,20,17/05/2017,,14,18,17/05/2017
93565,,8,30/01/2017,,8,10,30/01/2017
93566,,5,20/09/2017,,12,17,21/09/2017
93567,,12,21/06/2017,,20,21,22/06/2017
93568,,22,03/05/2017,,0,11,03/05/2017
93569,,12,03/04/2017,,22,19,04/04/2017
93570,,18,15/06/2017,,2,24,15/06/2017
93571,,14,06/05/2017,,22,16,07/05/2017
93572,,14,30/07/2017,,20,20,31/07/2017
93573,,20,22/04/2017,,8,7,23/04/2017
93574,,18,09/04/2017,,22,8,09/04/2017
93575,,5,17/06/2017,,2,21,17/06/2017
93576,,17,04/04/2017,,8,24,04/04/2017
93577,,17,12/10/2017,,18,19,12/10/2017
93578,,14,31/08/2017,,13,6,31/08/2017
93579,,18,13/07/2017,,14,16,13/07/2017
93580,,22,26/12/2017,,13,22,27/12/2017
93581,,18,11/01/2017,,11,14,11/01/2017
93582,,22,19/02/2017,,9,16,20/02/2017
93583,,20,14/07/2017,,1,24,14/07/2017
93584,,14,13/03/2017,,11,7,13/03/2017
93585,,5,25/11/2017,,2,24,25/11/2017
93586,,20,03/07/2017,,2,17,03/07/2017
93587,,18,26/11/2017,,5,5,27/11/2017
93588,,14,12/11/2017,,6,1,12/11/2017
93589,,13,04/05/2017,,19,24,04/05/2017
93590,,13,16/07/2017,,7,16,16/07/2017
93591,,12,04/12/2017,,12,20,04/12/2017
93592,,8,02/01/2018,,7,16,02/01/2018
93593,,5,23/04/2017,,23,13,23/04/2017
93594,,5,21/11/2017,,18,23,22/11/2017
93595,,5,05/07/2017,,14,23,05/07/2017
93596,,14,29/07/2017,,16,24,29/07/2017
93597,,20,28/10/2017,,5,17,29/10/2017
93598,,17,01/09/2017,,12,21,02/09/2017
93599,,14,31/08/2017,,15,23,31/08/2017
93600,,13,15/10/2017,,3,16,16/10/2017
93601,,5,31/08/2017,,9,19,31/08/2017
93602,,18,27/10/2017,,14,18,28/10/2017
93603,,5,27/05/2017,,14,14,28/05/2017
93604,,17,18/10/2017,,10,7,18/10/2017
93605,,22,09/08/2017,,11,20,10/08/2017
93606,,11,21/10/2017,,21,22,21/10/2017
93607,,14,17/11/2017,,0,23,18/11/2017
93608,,13,17/08/2017,,18,16,17/08/2017
93609,,4,16/03/2017,,15,18,16/03/2017
93610,,8,12/08/2017,,2,23,12/08/2017
93611,,14,28/10/2017,,10,9,28/10/2017
93612,,5,04/09/2017,,21,24,04/09/2017
93613,,8,26/09/2017,,22,20,27/09/2017
93614,,18,06/02/2017,,0,18,06/02/2017
93615,,17,26/03/2017,,14,3,26/03/2017
93616,,8,25/11/2017,,14,5,25/11/2017
93617,,13,18/10/2017,,12,9,19/10/2017
93618,,17,10/01/2017,,1,14,10/01/2017
93619,,11,05/07/2017,,18,18,06/07/2017
93620,,14,22/08/2017,,15,10,23/08/2017
93621,,5,02/10/2017,,4,22,03/10/2017
93622,,14,26/08/2017,,4,24,27/08/2017
93623,,8,05/08/2017,,13,24,06/08/2017
93624,,14,13/11/2017,,22,17,14/11/2017
93625,,12,21/04/2017,,1,6,21/04/2017
93626,,12,15/01/2017,,18,17,16/01/2017
93627,,12,14/04/2017,,4,13,15/04/2017
93628,,17,20/05/2017,,10,23,20/05/2017
93629,,20,13/01/2017,,21,23,13/01/2017
93630,,11,02/12/2017,,13,19,02/12/2017
93631,,11,06/09/2017,,12,12,07/09/2017
93632,,5,15/12/2017,,14,18,16/12/2017
93633,,4,02/03/2017,,18,21,02/03/2017
93634,,4,13/11/2017,,11,18,13/11/2017
93635,,22,10/05/2017,,8,21,10/05/2017
93636,,17,20/07/2017,,8,21,21/07/2017
93637,,20,19/12/2017,,5,23,19/12/2017
93638,,4,11/01/2017,,6,21,11/01/2017
93639,,4,03/05/2017,,1,11,03/05/2017
93640,,5,19/09/2017,,7,21,20/09/2017
93641,,13,25/01/2017,,0,24,26/01/2017
93642,,13,18/10/2017,,8,23,18/10/2017
93643,,14,12/02/2017,,8,19,12/02/2017
93644,,20,02/10/2017,,13,10,02/10/2017
93645,,14,23/12/2017,,5,23,23/12/2017
93646,,22,17/11/2017,,3,18,17/11/2017
93647,,22,12/02/2017,,12,20,13/02/2017
93648,,8,25/03/2017,,3,9,26/03/2017
93649,,14,12/04/2017,,3,16,12/04/2017
93650,,5,09/06/2017,,13,18,10/06/2017
93651,,13,08/05/2017,,22,23,09/05/2017
93652,,12,22/08/2017,,11,23,22/08/2017
93653,,20,29/10/2017,,20,14,29/10/2017
93654,,5,22/09/2017,,2,21,23/09/2017
93655,,20,28/08/2017,,4,21,29/08/2017
93656,,13,08/10/2017,,0,24,08/10/2017
93657,,8,05/05/2017,,7,24,06/05/2017
93658,,5,22/02/2017,,18,17,23/02/2017
93659,,8,21/06/2017,,14,7,21/06/2017
93660,,18,24/12/2017,,10,24,24/12/2017
93661,,8,05/08/2017,,1,12,06/08/2017
93662,,14,17/11/2017,,2,14,17/11/2017
93663,,8,26/07/2017,,21,9,27/07/2017
93664,,5,15/05/2017,,1,13,16/05/2017
93665,,15,30/05/2017,,4,19,31/05/2017
93666,,17,16/10/2017,,1,16,17/10/2017
93667,,8,26/09/2017,,12,17,26/09/2017
93668,,20,26/06/2017,,9,14,26/06/2017
93669,,20,21/04/2017,,19,11,22/04/2017
93670,,12,21/02/2017,,4,23,21/02/2017
93671,,12,14/05/2017,,17,16,14/05/2017
93672,,20,20/06/2017,,6,21,20/06/2017
93673,,17,21/05/2017,,12,18,21/05/2017
93674,,15,28/09/2017,,19,23,29/09/2017
93675,,15,29/09/2017,,5,21,30/09/2017
93676,,22,16/11/2017,,6,17,17/11/2017
93677,,17,15/03/2017,,10,18,16/03/2017
93678,,11,21/05/2017,,9,20,22/05/2017
93679,,14,01/07/2017,,20,6,02/07/2017
93680,,14,09/09/2017,,21,18,10/09/2017
93681,,14,06/05/2017,,20,12,07/05/2017
93682,,13,02/11/2017,,22,4,03/11/2017
93683,,14,31/12/2017,,23,19,01/01/2018
93684,,13,19/11/2017,,12,6,19/11/2017
93685,,12,10/01/2017,,16,10,10/01/2017
93686,,17,02/09/2017,,22,10,02/09/2017
93687,,8,15/02/2017,,13,20,16/02/2017
93688,,17,29/06/2017,,23,23,30/06/2017
93689,,8,19/02/2017,,20,23,19/02/2017
93690,,20,11/09/2017,,22,13,12/09/2017
93691,,11,11/01/2017,,16,10,11/01/2017
93692,,5,21/02/2017,,4,24,22/02/2017
93693,,14,01/09/2017,,14,20,01/09/2017
93694,,11,20/05/2017,,10,4,21/05/2017
93695,,5,19/10/2017,,23,22,20/10/2017
93696,,17,14/05/2017,,20,17,15/05/2017
93697,,14,15/02/2017,,3,18,15/02/2017
93698,,11,28/03/2017,,0,7,28/03/2017
93699,,12,29/07/2017,,5,18,29/07/2017
93700,,12,04/02/2017,,4,23,04/02/2017
93701,,12,06/07/2017,,13,10,06/07/2017
93702,,12,12/01/2017,,1,24,12/01/2017
93703,,22,11/03/2017,,7,15,12/03/2017
93704,,18,15/02/2017,,4,24,16/02/2017
93705,,12,19/08/2017,,6,18,20/08/2017
93706,,17,17/06/2017,,5,14,17/06/2017
93707,,17,01/12/2017,,1,10,02/12/2017
93708,,5,18/03/2017,,16,20,18/03/2017
93709,,15,14/11/2017,,8,16,14/11/2017
93710,,13,26/03/2017,,12,13,27/03/2017
93711,,17,11/01/2017,,10,24,12/01/2017
93712,,8,08/11/2017,,8,22,08/11/2017
93713,,22,08/07/2017,,12,20,08/07/2017
93714,,12,13/08/2017,,7,22,14/08/2017
93715,,15,30/07/2017,,14,23,31/07/2017
93716,,14,04/12/2017,,19,15,04/12/2017
93717,,17,02/04/2017,,7,23,03/04/2017
93718,,4,16/12/2017,,19,11,16/12/2017
93719,,20,28/07/2017,,17,21,29/07/2017
93720,,5,20/09/2017,,10,18,21/09/2017
93721,,14,02/02/2017,,3,14,03/02/2017
93722,,8,31/01/2017,,1,24,31/01/2017
93723,,8,12/03/2017,,18,24,13/03/2017
93724,,18,13/02/2017,,20,17,14/02/2017
93725,,11,28/07/2017,,6,9,28/07/2017
93726,,22,27/09/2017,,3,18,28/09/2017
93727,,17,05/06/2017,,10,8,06/06/2017
93728,,20,18/09/2017,,22,22,18/09/2017
93729,,4,01/01/2018,,19,10,01/01/2018
93730,,8,10/03/2017,,15,15,10/03/2017
93731,,15,14/06/2017,,15,19,14/06/2017
93732,,20,25/09/2017,,14,18,25/09/2017
93733,,17,10/04/2017,,22,23,11/04/2017
93734,,20,03/06/2017,,23,19,04/06/2017
93735,,14,24/04/2017,,15,22,25/04/2017
93736,,4,18/02/2017,,19,17,18/02/2017
93737,,18,08/02/2017,,5,24,08/02/2017
93738,,22,26/09/2017,,4,7,26/09/2017
93739,,22,22/12/2017,,20,24,22/12/2017
93740,,4,19/02/2017,,12,17,19/02/2017
93741,,15,20/11/2017,,2,24,21/11/2017
