NUMRESERVA,IDESTADIA,IDSERVICIO,IDHORARIO,IDCONSUMO,IDCONVENCION,CAPACIDAD
93519,92320,6,93549,16,,2
93520,92321,14,93550,,,4
93521,92322,22,93551,,,1
93522,92323,17,93552,,,1
93523,92324,5,93553,,,1
93524,92325,6,93554,,,1
93525,92326,13,93555,,,4
93526,92327,13,93556,,,4
93527,92328,17,93557,,,4
93528,92329,4,93558,,,4
93529,92330,13,93559,,,4
93530,92331,4,93560,,,2
93531,92332,12,93561,,,1
93532,92333,22,93562,,,2
93533,92334,5,93563,,,4
93534,92335,15,93564,,,1
93535,92336,4,93565,,,4
93536,92337,18,93566,,,3
93537,92338,14,93567,,,3
93538,92339,22,93568,14,,2
93539,92340,17,93569,,,4
93540,92341,14,93570,,,2
93541,92342,15,93571,,,1
93542,92343,8,93572,,,2
93543,92344,5,93573,,,2
93544,92345,13,93574,,,4
93545,92346,11,93575,,,2
93546,92347,14,93576,,,1
93547,92348,20,93577,,,2
93548,92349,14,93578,,,2
93549,92350,8,93579,,,1
93550,92351,13,93580,,,4
93551,92352,6,93581,,,2
93552,92353,6,93582,,,2
93553,92354,15,93583,,,1
93554,92355,18,93584,,,2
93555,92356,22,93585,,,4
93556,92357,17,93586,15,,3
93557,92358,6,93587,,,2
93558,92359,14,93588,,,4
93559,92360,17,93589,,,3
93560,92361,8,93590,,,2
93561,92362,22,93591,,,2
93562,92363,5,93592,,,2
93563,92364,11,93593,,,4
93564,92365,18,93594,,,1
93565,92366,6,93595,,,4
93566,92367,20,93596,,,1
93567,92368,20,93597,,,1
93568,92369,11,93598,,,3
93569,92370,6,93599,,,3
93570,92371,18,93600,,,3
93571,92372,12,93601,,,1
93572,92373,6,93602,,,3
93573,92374,20,93603,,,2
93574,92375,11,93604,,,1
93575,92376,20,93605,,,2
93576,92377,13,93606,,,3
93577,92378,18,93607,,,3
93578,92379,22,93608,,,2
93579,92380,4,93609,,,3
93580,92381,14,93610,,,1
93581,92382,22,93611,,,1
93582,92383,15,93612,,,4
93583,92384,12,93613,,,1
93584,92385,8,93614,,,2
93585,92386,20,93615,,,4
93586,92387,8,93616,,,1
93587,92388,13,93617,,,2
93588,92389,6,93618,,,2
93589,92390,20,93619,,,2
93590,92391,4,93620,,,2
93591,92392,18,93621,,,4
93592,92393,8,93622,,,2
93593,92394,12,93623,,,4
93594,92395,12,93624,,,4
93595,92396,6,93625,,,4
93596,92397,11,93626,,,4
93597,92398,22,93627,,,4
93598,92399,17,93628,,,1
93599,92400,13,93629,,,3
93600,92401,13,93630,,,1
93601,92402,13,93631,,,3
93602,92403,13,93632,,,3
93603,92404,6,93633,,,4
93604,92405,8,93634,,,1
93605,92406,13,93635,15,,2
93606,92407,20,93636,,,4
93607,92408,20,93637,15,,2
93608,92409,15,93638,,,3
93609,92410,13,93639,,,1
93610,92411,13,93640,,,4
93611,92412,14,93641,,,2
93612,92413,14,93642,,,2
93613,92414,11,93643,,,1
93614,92415,15,93644,,,1
93615,92416,15,93645,,,2
93616,92417,11,93646,,,4
93617,92418,22,93647,,,2
93618,92419,6,93648,14,,4
93619,92420,11,93649,,,1
93620,92421,22,93650,,,2
93621,92422,13,93651,15,,3
93622,92423,20,93652,,,3
93623,92424,17,93653,15,,4
93624,92425,15,93654,,,2
93625,92426,6,93655,,,4
93626,92427,5,93656,,,2
93627,92428,5,93657,,,3
93628,92429,18,93658,,,2
93629,92430,22,93659,,,4
93630,92431,18,93660,15,,1
93631,92432,8,93661,,,2
93632,92433,13,93662,,,4
93633,92434,15,93663,,,4
93634,92435,6,93664,,,4
93635,92436,18,93665,,,4
93636,92437,11,93666,,,4
93637,92438,12,93667,16,,3
93638,92439,20,93668,,,4
93639,92440,6,93669,,,1
93640,92441,22,93670,,,1
93641,92442,13,93671,,,1
93642,92443,17,93672,,,4
93643,92444,12,93673,16,,4
93644,92445,12,93674,,,2
93645,92446,15,93675,,,4
93646,92447,5,93676,15,,4
93647,92448,15,93677,,,1
93648,92449,18,93678,,,1
93649,92450,11,93679,,,2
93650,92451,6,93680,,,1
93651,92452,6,93681,,,1
93652,92453,6,93682,,,3
93653,92454,13,93683,,,3
93654,92455,13,93684,,,3
93655,92456,4,93685,,,3
93656,92457,13,93686,15,,3
93657,92458,11,93687,,,1
93658,92459,15,93688,,,4
93659,92460,6,93689,,,2
93660,92461,22,93690,,,1
93661,92462,8,93691,,,1
93662,92463,15,93692,,,4
93663,92464,8,93693,,,4
93664,92465,5,93694,,,1
93665,92466,12,93695,,,2
93666,92467,5,93696,,,2
93667,92468,4,93697,,,2
93668,92469,17,93698,,,1
93669,92470,18,93699,,,1
93670,92471,18,93700,,,3
93671,92472,14,93701,,,2
93672,92473,15,93702,,,2
93673,92474,15,93703,,,1
93674,92475,4,93704,,,4
93675,92476,4,93705,,,4
93676,92477,17,93706,,,1
93677,92478,14,93707,,,3
93678,92479,17,93708,,,4
93679,92480,20,93709,,,4
93680,92481,4,93710,,,4
93681,92482,8,93711,,,1
93682,92483,12,93712,,,2
93683,92484,14,93713,,,3
93684,92485,5,93714,,,1
93685,92486,15,93715,,,3
93686,92487,15,93716,,,1
93687,92488,12,93717,,,3
93688,92489,14,93718,,,2
93689,92490,6,93719,,,2
93690,92491,20,93720,,,3
93691,92492,8,93721,,,1
93692,92493,20,93722,,,2
93693,92494,8,93723,,,2
93694,92495,12,93724,,,2
93695,92496,20,93725,,,3
93696,92497,5,93726,,,1
93697,92498,14,93727,16,,3
93698,92499,6,93728,,,2
93699,92500,18,93729,,,1
93700,92501,5,93730,,,4
93701,92502,22,93731,,,3
93702,92503,20,93732,,,4
93703,92504,4,93733,,,3
93704,92505,4,93734,,,1
93705,92506,20,93735,,,1
93706,92507,13,93736,,,4
93707,92508,14,93737,,,4
93708,92509,6,93738,,,2
93709,92510,18,93739,,,2
93710,92511,18,93740,,,2
93711,92512,12,93741,,,3
93712,92513,5,93742,,,1
93713,92514,14,93743,,,3
93714,92515,18,93744,,,2
93715,92516,8,93745,,,3
93716,92517,18,93746,16,,3
93717,92518,17,93747,,,3
93718,92519,11,93748,,,4
93719,92520,15,93749,,,4
93720,92521,22,93750,,,3
93721,92522,8,93751,,,1
93722,92523,13,93752,,,1
93723,92524,11,93753,16,,3
93724,92525,8,93754,,,2
93725,92526,11,93755,,,3
93726,92527,12,93756,,,3
93727,92528,14,93757,,,1
93728,92529,14,93758,,,4
93729,92530,17,93759,,,4
93730,92531,5,93760,,,4
93731,92532,18,93761,,,1
93732,92533,6,93762,,,4
93733,92534,17,93763,,,3
93734,92535,15,93764,,,3
93735,92536,13,93765,,,2
93736,92537,14,93766,,,4
93737,92538,11,93767,,,3
93738,92539,20,93768,,,4
93739,92540,20,93769,,,3
93740,92541,5,93770,,,2
93741,92542,5,93771,,,2
93742,92543,17,93772,15,,4
93743,92544,4,93773,,,1
93744,92545,20,93774,,,3
93745,92546,12,93775,,,4
93746,92547,8,93776,,,4
93747,92548,13,93777,,,2
93748,92549,13,93778,,,3
93749,92550,22,93779,,,1
93750,92551,8,93780,,,3
93751,92552,11,93781,,,2
93752,92553,5,93782,,,3
93753,92554,5,93783,,,1
93754,92555,12,93784,,,3
93755,92556,5,93785,,,1
93756,92557,13,93786,,,2
93757,92558,18,93787,,,4
93758,92559,4,93788,,,1
93759,92560,13,93789,,,2
93760,92561,13,93790,,,1
93761,92562,4,93791,,,1
93762,92563,17,93792,,,4
93763,92564,4,93793,,,3
93764,92565,13,93794,14,,4
93765,92566,20,93795,,,1
93766,92567,11,93796,,,4
93767,92568,5,93797,,,1
93768,92569,14,93798,,,4
93769,92570,6,93799,,,2
93770,92571,5,93800,,,2
93771,92572,13,93801,,,4
93772,92573,17,93802,,,2
93773,92574,22,93803,,,4
93774,92575,8,93804,,,2
93775,92576,17,93805,,,1
93776,92577,14,93806,,,2
93777,92578,4,93807,16,,1
93778,92579,17,93808,,,2
93779,92580,12,93809,,,1
93780,92581,15,93810,,,1
93781,92582,11,93811,,,4
93782,92583,15,93812,,,4
93783,92584,22,93813,,,1
93784,92585,4,93814,,,3
93785,92586,22,93815,16,,4
93786,92587,14,93816,,,2
93787,92588,6,93817,14,,3
93788,92589,17,93818,,,3
93789,92590,17,93819,,,4
93790,92591,5,93820,,,2
93791,92592,15,93821,,,2
93792,92593,22,93822,,,1
93793,92594,13,93823,,,4
93794,92595,15,93824,,,4
93795,92596,11,93825,,,1
93796,92597,12,93826,,,4
93797,92598,4,93827,,,3
93798,92599,18,93828,15,,4
93799,92600,18,93829,,,1
93800,92601,18,93830,,,2
93801,92602,18,93831,,,3
93802,92603,18,93832,,,2
93803,92604,12,93833,,,3
93804,92605,17,93834,,,3
93805,92606,13,93835,,,4
93806,92607,17,93836,,,3
93807,92608,5,93837,,,3
93808,92609,17,93838,,,2
93809,92610,22,93839,,,4
93810,92611,5,93840,,,2
93811,92612,17,93841,,,4
93812,92613,13,93842,,,1
93813,92614,13,93843,,,3
93814,92615,13,93844,,,3
93815,92616,18,93845,,,3
93816,92617,5,93846,,,2
93817,92618,15,93847,,,2
93818,92619,18,93848,,,1
93819,92620,14,93849,,,1
93820,92621,4,93850,,,3
93821,92622,5,93851,,,4
93822,92623,15,93852,,,3
93823,92624,12,93853,,,4
93824,92625,13,93854,,,1
93825,92626,4,93855,,,2
93826,92627,20,93856,,,3
93827,92628,11,93857,,,1
93828,92629,11,93858,,,2
93829,92630,13,93859,,,2
93830,92631,17,93860,,,2
93831,92632,8,93861,,,3
93832,92633,18,93862,,,4
93833,92634,20,93863,,,1
93834,92635,14,93864,,,4
93835,92636,5,93865,,,2
93836,92637,22,93866,,,2
93837,92638,4,93867,,,3
93838,92639,11,93868,,,4
93839,92640,22,93869,,,2
93840,92641,17,93870,,,4
93841,92642,5,93871,,,2
93842,92643,11,93872,,,4
93843,92644,12,93873,,,2
93844,92645,12,93874,,,1
93845,92646,11,93875,14,,1
93846,92647,6,93876,,,3
93847,92648,4,93877,,,1
93848,92649,14,93878,,,3
93849,92650,17,93879,15,,4
93850,92651,4,93880,,,3
93851,92652,4,93881,,,1
93852,92653,17,93882,,,4
93853,92654,14,93883,,,3
93854,92655,18,93884,,,2
93855,92656,18,93885,,,1
93856,92657,22,93886,,,2
93857,92658,13,93887,,,2
93858,92659,20,93888,,,2
93859,92660,11,93889,,,1
93860,92661,5,93890,,,3
93861,92662,5,93891,,,4
93862,92663,14,93892,,,1
93863,92664,17,93893,,,4
93864,92665,18,93894,,,1
93865,92666,14,93895,,,1
93866,92667,5,93896,,,3
93867,92668,5,93897,,,2
93868,92669,8,93898,,,3
93869,92670,20,93899,,,2
93870,92671,18,93900,14,,2
93871,92672,4,93901,,,3
93872,92673,22,93902,,,2
93873,92674,8,93903,,,1
93874,92675,4,93904,,,3
93875,92676,6,93905,,,2
93876,92677,14,93906,14,,1
93877,92678,12,93907,,,2
93878,92679,20,93908,,,2
93879,92680,5,93909,,,3
93880,92681,6,93910,,,2
93881,92682,6,93911,,,4
93882,92683,6,93912,,,4
93883,92684,11,93913,,,1
93884,92685,8,93914,,,3
93885,92686,22,93915,,,4
93886,92687,5,93916,,,1
93887,92688,22,93917,,,2
93888,92689,6,93918,16,,3
93889,92690,11,93919,,,4
93890,92691,18,93920,15,,2
93891,92692,6,93921,,,4
93892,92693,20,93922,,,3
93893,92694,12,93923,,,4
93894,92695,13,93924,,,1
93895,92696,12,93925,,,1
93896,92697,6,93926,,,2
93897,92698,4,93927,,,3
93898,92699,8,93928,,,2
93899,92700,6,93929,,,3
93900,92701,6,93930,,,2
93901,92702,4,93931,,,3
93902,92703,22,93932,,,4
93903,92704,18,93933,,,4
93904,92705,15,93934,,,4
93905,92706,22,93935,,,1
93906,92707,4,93936,,,2
93907,92708,14,93937,14,,1
93908,92709,11,93938,,,1
93909,92710,18,93939,,,3
93910,92711,22,93940,,,3
93911,92712,5,93941,,,2
93912,92713,15,93942,,,3
93913,92714,15,93943,,,2
93914,92715,22,93944,,,2
93915,92716,11,93945,,,2
93916,92717,13,93946,,,2
93917,92718,4,93947,,,3
93918,92719,11,93948,,,4
93919,92720,13,93949,15,,2
93920,92721,8,93950,,,4
93921,92722,20,93951,,,4
93922,92723,20,93952,,,3
93923,92724,15,93953,,,3
93924,92725,11,93954,,,1
93925,92726,14,93955,,,4
93926,92727,20,93956,,,3
93927,92728,11,93957,,,4
93928,92729,14,93958,,,2
93929,92730,18,93959,,,3
93930,92731,14,93960,,,3
93931,92732,14,93961,,,1
93932,92733,11,93962,,,2
93933,92734,13,93963,,,3
93934,92735,18,93964,15,,2
93935,92736,14,93965,16,,2
93936,92737,22,93966,16,,3
93937,92738,8,93967,,,2
93938,92739,11,93968,,,3
93939,92740,8,93969,,,1
93940,92741,8,93970,,,4
93941,92742,4,93971,,,3
93942,92743,11,93972,15,,4
93943,92744,17,93973,,,1
93944,92745,8,93974,,,4
93945,92746,14,93975,,,1
93946,92747,17,93976,,,3
93947,92748,12,93977,,,4
93948,92749,6,93978,,,3
93949,92750,5,93979,14,,3
93950,92751,20,93980,,,2
93951,92752,6,93981,,,2
93952,92753,22,93982,15,,4
93953,92754,20,93983,,,1
93954,92755,18,93984,,,4
93955,92756,22,93985,,,1
93956,92757,6,93986,,,4
93957,92758,6,93987,,,2
93958,92759,18,93988,,,2
93959,92760,15,93989,,,2
93960,92761,12,93990,,,1
93961,92762,6,93991,,,2
93962,92763,4,93992,,,2
93963,92764,6,93993,,,1
93964,92765,14,93994,,,2
93965,92766,6,93995,,,4
93966,92767,14,93996,,,4
93967,92768,11,93997,,,4
93968,92769,6,93998,,,2
93969,92770,15,93999,,,4
93970,92771,13,94000,,,1
93971,92772,4,94001,14,,2
93972,92773,13,94002,,,2
93973,92774,5,94003,,,4
93974,92775,11,94004,,,2
93975,92776,20,94005,,,2
93976,92777,8,94006,,,4
93977,92778,22,94007,,,1
93978,92779,22,94008,,,2
93979,92780,18,94009,,,3
93980,92781,14,94010,16,,2
93981,92782,20,94011,14,,4
93982,92783,22,94012,,,4
93983,92784,18,94013,,,4
93984,92785,5,94014,,,2
93985,92786,6,94015,,,3
93986,92787,18,94016,,,4
93987,92788,12,94017,,,1
93988,92789,15,94018,,,3
93989,92790,17,94019,,,3
93990,92791,15,94020,,,1
93991,92792,8,94021,,,2
93992,92793,8,94022,,,3
93993,92794,6,94023,,,3
93994,92795,17,94024,,,4
93995,92796,15,94025,,,1
93996,92797,11,94026,,,2
93997,92798,14,94027,,,1
93998,92799,17,94028,,,2
93999,92800,8,94029,,,1
94000,92801,8,94030,,,2
94001,92802,4,94031,,,1
94002,92803,15,94032,,,4
94003,92804,17,94033,,,4
94004,92805,13,94034,,,4
94005,92806,13,94035,,,1
94006,92807,18,94036,,,2
94007,92808,11,94037,,,1
94008,92809,17,94038,,,4
94009,92810,5,94039,,,4
94010,92811,14,94040,,,1
94011,92812,22,94041,,,3
94012,92813,13,94042,,,2
94013,92814,6,94043,,,2
94014,92815,8,94044,,,4
94015,92816,18,94045,,,3
94016,92817,18,94046,,,3
94017,92818,4,94047,,,1
94018,92819,8,94048,,,3
94019,92820,18,94049,,,4
94020,92821,14,94050,,,3
94021,92822,6,94051,,,4
94022,92823,8,94052,,,1
94023,92824,11,94053,,,2
94024,92825,6,94054,,,1
94025,92826,14,94055,,,2
94026,92827,12,94056,,,3
94027,92828,14,94057,,,1
94028,92829,11,94058,,,2
94029,92830,11,94059,,,1
94030,92831,20,94060,,,2
94031,92832,6,94061,,,3
94032,92833,15,94062,,,2
94033,92834,5,94063,15,,1
94034,92835,18,94064,,,1
94035,92836,11,94065,15,,2
94036,92837,20,94066,,,2
94037,92838,22,94067,,,3
94038,92839,6,94068,,,1
94039,92840,5,94069,,,1
94040,92841,12,94070,,,3
94041,92842,15,94071,,,4
94042,92843,17,94072,,,1
94043,92844,13,94073,14,,1
94044,92845,6,94074,,,4
94045,92846,15,94075,,,1
94046,92847,20,94076,,,2
94047,92848,12,94077,,,3
94048,92849,18,94078,,,1
94049,92850,18,94079,,,1
94050,92851,6,94080,,,4
94051,92852,12,94081,,,4
94052,92853,14,94082,,,4
94053,92854,6,94083,,,2
94054,92855,17,94084,15,,4
94055,92856,6,94085,,,3
94056,92857,13,94086,,,4
94057,92858,20,94087,,,3
94058,92859,15,94088,,,3
94059,92860,20,94089,,,1
94060,92861,5,94090,,,3
94061,92862,22,94091,,,2
94062,92863,12,94092,,,4
94063,92864,17,94093,,,2
94064,92865,13,94094,,,1
94065,92866,5,94095,,,3
94066,92867,14,94096,,,3
94067,92868,6,94097,,,1
94068,92869,14,94098,,,3
94069,92870,22,94099,,,4
94070,92871,13,94100,,,2
94071,92872,18,94101,,,3
94072,92873,22,94102,,,4
94073,92874,4,94103,15,,4
94074,92875,15,94104,,,3
94075,92876,11,94105,,,3
94076,92877,20,94106,,,1
94077,92878,6,94107,,,2
94078,92879,18,94108,,,2
94079,92880,5,94109,16,,1
94080,92881,13,94110,,,3
94081,92882,5,94111,,,2
94082,92883,15,94112,,,3
94083,92884,12,94113,,,4
94084,92885,18,94114,,,1
94085,92886,22,94115,,,4
94086,92887,13,94116,,,1
94087,92888,15,94117,,,1
94088,92889,6,94118,,,4
94089,92890,17,94119,,,1
94090,92891,4,94120,,,4
94091,92892,5,94121,,,2
94092,92893,22,94122,,,3
94093,92894,13,94123,,,4
94094,92895,6,94124,,,4
94095,92896,5,94125,,,1
94096,92897,11,94126,,,1
94097,92898,8,94127,,,4
94098,92899,8,94128,,,2
94099,92900,22,94129,,,2
94100,92901,6,94130,14,,3
94101,92902,22,94131,,,4
94102,92903,15,94132,,,3
94103,92904,8,94133,,,4
94104,92905,8,94134,,,2
94105,92906,15,94135,,,3
94106,92907,22,94136,,,3
94107,92908,22,94137,,,4
94108,92909,18,94138,,,3
94109,92910,11,94139,,,4
94110,92911,4,94140,16,,3
94111,92912,15,94141,,,3
94112,92913,8,94142,,,4
94113,92914,11,94143,,,2
94114,92915,18,94144,,,3
94115,92916,5,94145,,,2
94116,92917,8,94146,,,2
94117,92918,18,94147,,,3
94118,92919,22,94148,,,3
94119,92920,12,94149,,,1
94120,92921,15,94150,,,2
94121,92922,4,94151,,,4
94122,92923,20,94152,,,2
94123,92924,15,94153,,,3
94124,92925,11,94154,,,4
94125,92926,14,94155,,,3
94126,92927,18,94156,,,1
94127,92928,20,94157,,,2
94128,92929,18,94158,,,4
94129,92930,11,94159,15,,4
94130,92931,12,94160,,,3
94131,92932,11,94161,,,4
94132,92933,13,94162,,,2
94133,92934,11,94163,,,4
94134,92935,15,94164,,,2
94135,92936,13,94165,,,4
94136,92937,14,94166,,,2
94137,92938,13,94167,,,4
94138,92939,13,94168,,,2
94139,92940,12,94169,,,4
94140,92941,17,94170,,,2
94141,92942,13,94171,,,1
94142,92943,5,94172,,,4
94143,92944,20,94173,,,2
94144,92945,4,94174,,,3
94145,92946,11,94175,,,1
94146,92947,17,94176,,,3
94147,92948,11,94177,,,1
94148,92949,13,94178,,,1
94149,92950,14,94179,,,2
94150,92951,22,94180,,,4
94151,92952,13,94181,,,3
94152,92953,15,94182,,,3
94153,92954,12,94183,,,1
94154,92955,15,94184,,,4
94155,92956,14,94185,,,2
94156,92957,20,94186,,,2
94157,92958,17,94187,,,1
94158,92959,14,94188,,,1
94159,92960,4,94189,,,3
94160,92961,18,94190,,,1
94161,92962,20,94191,,,4
94162,92963,20,94192,,,4
94163,92964,12,94193,,,4
94164,92965,6,94194,,,2
94165,92966,8,94195,,,1
94166,92967,8,94196,,,2
94167,92968,15,94197,,,4
94168,92969,12,94198,,,1
94169,92970,13,94199,,,4
94170,92971,6,94200,,,4
94171,92972,6,94201,,,2
94172,92973,22,94202,,,3
94173,92974,6,94203,,,3
94174,92975,18,94204,,,4
94175,92976,22,94205,,,1
94176,92977,11,94206,,,1
94177,92978,5,94207,,,4
94178,92979,22,94208,,,3
94179,92980,6,94209,,,1
94180,92981,6,94210,,,1
94181,92982,8,94211,,,3
94182,92983,15,94212,,,1
94183,92984,11,94213,,,4
94184,92985,6,94214,,,3
94185,92986,14,94215,,,4
94186,92987,11,94216,,,4
94187,92988,14,94217,,,3
94188,92989,22,94218,,,2
94189,92990,5,94219,,,3
94190,92991,6,94220,,,2
94191,92992,5,94221,,,2
94192,92993,13,94222,16,,3
94193,92994,4,94223,,,1
94194,92995,4,94224,,,2
94195,92996,20,94225,,,3
94196,92997,17,94226,,,2
94197,92998,17,94227,,,3
94198,92999,12,94228,,,3
94199,93000,5,94229,,,2
94200,93001,5,94230,,,2
94201,93002,11,94231,,,1
94202,93003,5,94232,,,3
94203,93004,18,94233,14,,2
94204,93005,20,94234,,,4
94205,93006,11,94235,,,2
94206,93007,13,94236,,,2
94207,93008,17,94237,,,4
94208,93009,15,94238,,,1
94209,93010,5,94239,,,4
94210,93011,20,94240,,,2
94211,93012,17,94241,,,2
94212,93013,15,94242,,,1
94213,93014,6,94243,15,,2
94214,93015,11,94244,,,3
94215,93016,6,94245,,,3
94216,93017,6,94246,,,1
94217,93018,17,94247,,,3
94218,93019,4,94248,,,4
94219,93020,11,94249,,,2
94220,93021,12,94250,,,1
94221,93022,11,94251,,,3
94222,93023,8,94252,,,4
94223,93024,22,94253,,,1
94224,93025,22,94254,,,4
94225,93026,17,94255,,,3
94226,93027,13,94256,,,1
94227,93028,15,94257,,,1
94228,93029,14,94258,,,2
94229,93030,13,94259,15,,3
94230,93031,6,94260,,,2
94231,93032,17,94261,,,4
94232,93033,12,94262,,,1
94233,93034,6,94263,,,1
94234,93035,14,94264,,,1
94235,93036,12,94265,16,,2
94236,93037,15,94266,,,2
94237,93038,14,94267,,,2
94238,93039,17,94268,,,3
94239,93040,12,94269,,,2
94240,93041,14,94270,,,3
94241,93042,5,94271,,,3
94242,93043,13,94272,,,1
94243,93044,20,94273,,,3
94244,93045,13,94274,,,3
94245,93046,14,94275,,,2
94246,93047,6,94276,,,1
94247,93048,15,94277,,,2
94248,93049,11,94278,,,3
94249,93050,18,94279,,,4
94250,93051,8,94280,,,4
94251,93052,5,94281,,,2
94252,93053,12,94282,,,3
94253,93054,17,94283,,,1
94254,93055,13,94284,,,2
94255,93056,4,94285,,,3
94256,93057,14,94286,,,1
94257,93058,5,94287,,,1
94258,93059,13,94288,,,1
94259,93060,15,94289,,,2
94260,93061,17,94290,,,2
94261,93062,22,94291,,,2
94262,93063,11,94292,15,,4
94263,93064,15,94293,,,2
94264,93065,17,94294,,,2
94265,93066,20,94295,,,1
94266,93067,15,94296,,,1
94267,93068,17,94297,,,3
94268,93069,6,94298,16,,4
94269,93070,15,94299,15,,1
94270,93071,11,94300,,,1
94271,93072,14,94301,15,,1
94272,93073,5,94302,,,3
94273,93074,8,94303,,,1
94274,93075,8,94304,,,3
94275,93076,13,94305,,,2
94276,93077,8,94306,,,4
94277,93078,5,94307,,,2
94278,93079,15,94308,16,,4
94279,93080,4,94309,,,1
94280,93081,4,94310,,,1
94281,93082,12,94311,,,3
94282,93083,8,94312,,,3
94283,93084,13,94313,,,1
94284,93085,5,94314,,,1
94285,93086,5,94315,,,4
94286,93087,22,94316,,,2
94287,93088,6,94317,,,1
94288,93089,4,94318,16,,3
94289,93090,8,94319,,,1
94290,93091,8,94320,,,2
94291,93092,22,94321,,,2
94292,93093,22,94322,16,,2
94293,93094,5,94323,,,4
94294,93095,8,94324,,,3
94295,93096,17,94325,,,4
94296,93097,15,94326,,,3
94297,93098,15,94327,,,1
94298,93099,8,94328,,,4
94299,93100,8,94329,,,1
94300,93101,20,94330,,,1
94301,93102,5,94331,,,1
94302,93103,20,94332,,,1
94303,93104,8,94333,,,2
94304,93105,14,94334,,,4
94305,93106,20,94335,,,3
94306,93107,5,94336,,,1
94307,93108,11,94337,14,,1
94308,93109,5,94338,,,1
94309,93110,8,94339,,,2
94310,93111,5,94340,,,1
94311,93112,12,94341,,,2
94312,93113,22,94342,,,3
94313,93114,4,94343,,,2
94314,93115,17,94344,,,3
94315,93116,15,94345,,,3
94316,93117,13,94346,,,4
94317,93118,18,94347,,,3
94318,93119,14,94348,,,1
94319,93120,18,94349,14,,1
94320,93121,6,94350,,,2
94321,93122,15,94351,,,2
94322,93123,22,94352,,,4
94323,93124,17,94353,,,2
94324,93125,8,94354,,,1
94325,93126,14,94355,15,,2
94326,93127,11,94356,,,4
94327,93128,11,94357,,,3
94328,93129,12,94358,14,,3
94329,93130,12,94359,,,2
94330,93131,15,94360,,,4
94331,93132,17,94361,,,4
94332,93133,4,94362,,,4
94333,93134,17,94363,,,4
94334,93135,17,94364,,,2
94335,93136,22,94365,,,1
94336,93137,6,94366,,,2
94337,93138,20,94367,,,4
